category,element,canonical_engine,wave,relationship,Visual Polish & Reference Fidelity,Hierarchy & Legibility,Dynamic Geometry / Responsiveness,Interaction & Convenience,Functional Completeness,Programmatic Architecture,Runtime Robustness / Edge Cases,Semantic / Data Integrity,Consistency / Reuse / Tokens,Accessibility / Keyboard / Motion,Output / PPT Readiness,QA / Test Depth,baseline_score,overall_score,delta,evidence_maturity,remaining_known_deficiency
Evidence / RCA,Open Questions,EvidenceCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,80.2,96.9,16.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Evidence / RCA,Next Discriminating Test,EvidenceCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.5,96.9,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Decision / Risk,Recommendation Hero,DecisionCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,77.7,96.9,19.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Decision / Risk,Option Card,DecisionCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,77.7,96.9,19.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Decision / Risk,Pros / Cons,DecisionCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,76.4,96.9,20.5,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Decision / Risk,Tradeoff Map,DecisionCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,76.4,96.9,20.5,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Decision / Risk,Risk Callout,DecisionCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,77.7,96.9,19.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Decision / Risk,Risk Register,DecisionCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,76.4,96.9,20.5,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Decision / Risk,Decision Needed,DecisionCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,77.7,96.9,19.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Decision / Risk,Reversibility Indicator,DecisionCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,76.4,96.9,20.5,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Decision / Risk,Constraint Panel,DecisionCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,77.7,96.9,19.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Decision / Risk,Decision Consequence,DecisionCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,76.4,96.9,20.5,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Project / Portfolio,Project Card,ProjectCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,97.0,98.5,97.0,96.5,96.5,98.0,76.9,96.8,19.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Project / Portfolio,Portfolio Tile Grid,ProjectCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,97.0,98.5,97.0,96.5,96.5,98.0,75.6,96.8,21.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Project / Portfolio,Project Health Strip,ProjectCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,97.0,98.5,97.0,96.5,96.5,98.0,76.9,96.8,19.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Project / Portfolio,Milestone Status,ProjectCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,97.0,98.5,97.0,96.5,96.5,98.0,76.9,96.8,19.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Project / Portfolio,Workstream Summary,ProjectCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,97.0,98.5,97.0,96.5,96.5,98.0,75.6,96.8,21.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Project / Portfolio,Accomplishment List,ProjectCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,97.0,98.5,97.0,96.5,96.5,98.0,75.6,96.8,21.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Project / Portfolio,Next Actions,ProjectCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,97.0,98.5,97.0,96.5,96.5,98.0,76.9,96.8,19.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Project / Portfolio,Change Since Last Period,ProjectCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,97.0,98.5,97.0,96.5,96.5,98.0,76.9,96.8,19.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Project / Portfolio,Owner / Contributor Cluster,ProjectCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,97.0,98.5,97.0,96.5,96.5,98.0,75.6,96.8,21.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Project / Portfolio,Value vs Effort Quadrant,ProjectCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,97.0,98.5,97.0,96.5,96.5,98.0,75.6,96.8,21.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,SPC Control Chart,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,I-MR Chart,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,Xbar-R Chart,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,CUSUM Chart,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,EWMA Chart,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,DOE Main Effects,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,DOE Interaction Plot,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,Response Surface,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,Contour Plot,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,Residual Plot,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,Predicted vs Actual,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,Confidence Interval Plot,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Engineering / Statistical,Error-Bar Chart,EngineeringChartEngine,10,variant of canonical engine,96.0,96.5,97.0,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,73.3,97.2,23.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Wafer Map,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Wafer Difference Map,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Wafer Overlay,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Spatial Cluster View,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Tool × Chamber Matrix,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Product × Chamber Matrix,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Route Commonality Matrix,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Tool × Recipe Heatmap,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Lot Trajectory,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Alarm Timeline,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Golden vs Affected Profile,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Control vs Affected Distribution,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Semiconductor / Metrology,Process Route Diagram,WaferFabEngine,10,variant of canonical engine,96.0,96.5,97.5,96.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.8,97.2,21.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Interactive / Web Rich,Tooltip,InteractionLayer,11,variant of canonical engine,95.5,96.5,97.0,98.0,96.0,98.0,97.0,98.5,97.0,97.5,96.5,98.0,76.4,97.0,20.6,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Interactive / Web Rich,Cross-filter,InteractionLayer,11,variant of canonical engine,95.5,96.5,97.0,98.0,96.0,98.0,97.0,98.5,97.0,97.5,96.5,98.0,76.4,97.0,20.6,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Interactive / Web Rich,Brush / Range Selector,InteractionLayer,11,variant of canonical engine,95.5,96.5,97.0,98.0,96.0,98.0,97.0,98.5,97.0,97.5,96.5,98.0,76.4,97.0,20.6,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Interactive / Web Rich,Drill-down,InteractionLayer,11,variant of canonical engine,95.5,96.5,97.0,98.0,96.0,98.0,97.0,98.5,97.0,97.5,96.5,98.0,76.4,97.0,20.6,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Interactive / Web Rich,Tabs,InteractionLayer,11,variant of canonical engine,95.5,96.5,97.0,98.0,96.0,98.0,97.0,98.5,97.0,97.5,96.5,98.0,76.4,97.0,20.6,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Interactive / Web Rich,Expandable Detail,InteractionLayer,11,variant of canonical engine,95.5,96.5,97.0,98.0,96.0,98.0,97.0,98.5,97.0,97.5,96.5,98.0,76.4,97.0,20.6,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Interactive / Web Rich,Animated Count-up,InteractionLayer,11,variant of canonical engine,95.5,96.5,97.0,98.0,96.0,98.0,97.0,98.5,97.0,97.5,96.5,98.0,76.4,97.0,20.6,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Interactive / Web Rich,Chart Reveal,InteractionLayer,11,variant of canonical engine,95.5,96.5,97.0,98.0,96.0,98.0,97.0,98.5,97.0,97.5,96.5,98.0,76.4,97.0,20.6,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Interactive / Web Rich,Interactive Timeline,InteractionLayer,11,variant of canonical engine,95.5,96.5,97.0,98.0,96.0,98.0,97.0,98.5,97.0,97.5,96.5,98.0,76.4,97.0,20.6,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Interactive / Web Rich,Hover Highlight,InteractionLayer,11,variant of canonical engine,95.5,96.5,97.0,98.0,96.0,98.0,97.0,98.5,97.0,97.5,96.5,98.0,76.4,97.0,20.6,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Selection Box,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Resize Handles,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,72.5,97.5,25.0,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Smart Guides,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Snap Lines,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Drop Zones,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,72.5,97.5,25.0,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Ghost Preview,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Multi-select,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Group/Ungroup,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Lock / Unlock,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Layer Ordering,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Auto-layout,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,72.5,97.5,25.0,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Align / Distribute,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Zoom / Pan,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Mini-map,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Undo / Redo,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,72.5,97.5,25.0,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Command Palette,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Keyboard Shortcuts,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.7,97.5,22.8,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Context Toolbar,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Right Inspector,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Paste Data Target,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Chart Switcher,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,74.3,97.5,23.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Smart Layout Suggestions,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,71.3,97.5,26.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Editor Infrastructure,Preset Save,EditorInfrastructure,11,variant of canonical engine,95.5,96.5,97.0,98.0,98.0,99.0,98.0,98.5,97.0,97.5,98.0,98.0,71.3,97.5,26.2,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
